match_number,round,group,first_team,second_team,pairing_probability,first_win_probability,draw_probability,second_win_probability,first_advancement_probability,second_advancement_probability,simulation_count
103,final,,Senegal,Ecuador,0.0005,,,,0.3654373241971203,0.6345626758028797,1.0
103,final,,Senegal,England,0.0005,,,,0.2783650990943773,0.7216349009056227,1.0
103,final,,Senegal,Germany,0.0005,,,,0.3172044562521056,0.6827955437478944,1.0
103,final,,Senegal,Japan,0.0005,,,,0.3252104290830878,0.6747895709169123,1.0
103,final,,Senegal,Morocco,0.0005,,,,0.3220791518584677,0.6779208481415323,1.0
103,final,,Senegal,Switzerland,0.0005,,,,0.3938723300618129,0.6061276699381871,1.0
103,final,,South Africa,Colombia,0.0005,,,,0.1238259790116525,0.8761740209883474,1.0
103,final,,South Africa,Ecuador,0.0005,,,,0.1465620816185829,0.8534379183814171,1.0
103,final,,South Korea,Argentina,0.0005,,,,0.1313925819402959,0.8686074180597041,1.0
103,final,,South Korea,Canada,0.0005,,,,0.4214946845216333,0.5785053154783667,1.0
103,final,,South Korea,England,0.0005,,,,0.2272858257734764,0.7727141742265236,1.0
103,final,,South Korea,Paraguay,0.0005,,,,0.4822144908048409,0.5177855091951591,1.0
103,final,,Spain,Czech Republic,0.0005,,,,0.8692201840191465,0.1307798159808535,1.0
103,final,,Spain,Ivory Coast,0.0005,,,,0.8406497131990989,0.1593502868009011,1.0
103,final,,Spain,South Korea,0.0005,,,,0.8645908387782288,0.1354091612217711,1.0
103,final,,Switzerland,Algeria,0.0005,,,,0.5814325582184944,0.4185674417815056,1.0
103,final,,Switzerland,Austria,0.0005,,,,0.5285640509484347,0.4714359490515653,1.0
103,final,,Switzerland,Canada,0.0005,,,,0.5975242023117538,0.4024757976882461,1.0
103,final,,Switzerland,Croatia,0.0005,,,,0.5362051933728154,0.4637948066271846,1.0
103,final,,Switzerland,Ecuador,0.0005,,,,0.4776122461974653,0.5223877538025347,1.0
103,final,,Switzerland,Ivory Coast,0.0005,,,,0.6395505276314178,0.3604494723685821,1.0
103,final,,Switzerland,South Korea,0.0005,,,,0.6677300847691058,0.3322699152308942,1.0
103,final,,Switzerland,Turkey,0.0005,,,,0.5153098801486097,0.4846901198513903,1.0
103,final,,Switzerland,Uruguay,0.0005,,,,0.5928746928306345,0.4071253071693654,1.0
103,final,,Turkey,Algeria,0.0005,,,,0.5662075201845559,0.4337924798154441,1.0
103,final,,Turkey,Austria,0.0005,,,,0.512867107061034,0.487132892938966,1.0
103,final,,Turkey,Croatia,0.0005,,,,0.5210645188830494,0.4789354811169506,1.0
103,final,,Turkey,Germany,0.0005,,,,0.3954048356817349,0.604595164318265,1.0
103,final,,Turkey,Iran,0.0005,,,,0.5816965765012061,0.4183034234987939,1.0
103,final,,Turkey,Mexico,0.0005,,,,0.5044143593770435,0.4955856406229565,1.0
103,final,,United States,Argentina,0.0005,,,,0.1250180125116179,0.8749819874883821,1.0
103,final,,United States,Colombia,0.0005,,,,0.2442361437639002,0.7557638562360998,1.0
103,final,,United States,Spain,0.0005,,,,0.1234630826760317,0.8765369173239682,1.0
103,final,,Uruguay,Argentina,0.0005,,,,0.1758872907967765,0.8241127092032234,1.0
103,final,,Uruguay,Ecuador,0.0005,,,,0.3876730033483108,0.6123269966516892,1.0
103,final,,Uruguay,Morocco,0.0005,,,,0.3522168830876145,0.6477831169123854,1.0
103,final,,Uzbekistan,England,0.0005,,,,0.1793639453900695,0.8206360546099305,1.0
103,final,,Uzbekistan,Netherlands,0.0005,,,,0.2230543655564983,0.7769456344435017,1.0
104,third_place,,Spain,Argentina,0.0095,,,,0.5035531580645625,0.4964468419354375,19.0
104,third_place,,Japan,Morocco,0.009,,,,0.4978036429842239,0.5021963570157761,18.0
104,third_place,,Japan,England,0.008,,,,0.4421778161290071,0.5578221838709929,16.0
104,third_place,,Spain,England,0.0075,,,,0.663180363934699,0.3368196360653009,15.0
104,third_place,,Brazil,Argentina,0.007,,,,0.3351895208590739,0.6648104791409262,14.0
104,third_place,,Japan,Colombia,0.007,,,,0.4741872850252526,0.5258127149747474,14.0
104,third_place,,Japan,Portugal,0.0065,,,,0.4714136455466503,0.5285863544533498,13.0
104,third_place,,Morocco,Argentina,0.0065,,,,0.2932209290422395,0.7067790709577605,13.0
104,third_place,,Norway,England,0.0065,,,,0.419046187386575,0.580953812613425,13.0
104,third_place,,Brazil,England,0.006,,,,0.4966597319088994,0.5033402680911006,12.0
104,third_place,,Germany,Argentina,0.006,,,,0.2996825401407175,0.7003174598592825,12.0
104,third_place,,Japan,Argentina,0.006,,,,0.2888618288434711,0.7111381711565289,12.0
104,third_place,,France,Germany,0.0055,,,,0.5935306957939386,0.4064693042060614,11.0
104,third_place,,Netherlands,Morocco,0.0055,,,,0.486239691156126,0.513760308843874,11.0
104,third_place,,Norway,France,0.0055,,,,0.3732378416550563,0.6267621583449436,11.0
104,third_place,,Spain,Portugal,0.0055,,,,0.6889781423550443,0.3110218576449557,11.0
104,third_place,,Colombia,England,0.005,,,,0.4697739910956438,0.5302260089043562,10.0
104,third_place,,Japan,France,0.005,,,,0.3933510950895046,0.6066489049104953,10.0
104,third_place,,Japan,Norway,0.005,,,,0.5246495687130787,0.4753504312869213,10.0
104,third_place,,Mexico,Argentina,0.005,,,,0.2215456121668036,0.7784543878331964,10.0
104,third_place,,Netherlands,Japan,0.005,,,,0.4873556022696559,0.5126443977303441,10.0
104,third_place,,Spain,Austria,0.005,,,,0.7807367342059902,0.2192632657940098,10.0
104,third_place,,Spain,Colombia,0.005,,,,0.6947356891794826,0.3052643108205174,10.0
104,third_place,,France,Norway,0.0045,,,,0.6267621583449438,0.3732378416550562,9.0
104,third_place,,Norway,Argentina,0.0045,,,,0.2682063247869259,0.731793675213074,9.0
104,third_place,,Belgium,Argentina,0.004,,,,0.2781486490926366,0.7218513509073634,8.0
104,third_place,,Brazil,Morocco,0.004,,,,0.5519593612401956,0.4480406387598044,8.0
104,third_place,,France,Netherlands,0.004,,,,0.6190069950478212,0.3809930049521788,8.0
104,third_place,,Japan,Austria,0.004,,,,0.6017127152658689,0.3982872847341311,8.0
104,third_place,,Netherlands,Argentina,0.004,,,,0.2776914938729104,0.7223085061270895,8.0
104,third_place,,Spain,Ecuador,0.004,,,,0.7517602296398016,0.2482397703601984,8.0
104,third_place,,Spain,France,0.004,,,,0.6173595200785099,0.3826404799214901,8.0
104,third_place,,Argentina,England,0.0035,,,,0.6618812940478123,0.3381187059521877,7.0
104,third_place,,Austria,England,0.0035,,,,0.3451993205605669,0.6548006794394331,7.0
104,third_place,,Belgium,Morocco,0.0035,,,,0.4838534213281977,0.5161465786718022,7.0
104,third_place,,Croatia,Argentina,0.0035,,,,0.2073512757624995,0.7926487242375004,7.0
104,third_place,,France,Argentina,0.0035,,,,0.3892393092830036,0.6107606907169965,7.0
104,third_place,,Germany,Morocco,0.0035,,,,0.5122108798036126,0.4877891201963874,7.0
104,third_place,,Japan,Croatia,0.0035,,,,0.6065972768367605,0.3934027231632395,7.0
104,third_place,,Japan,Netherlands,0.0035,,,,0.512644397730344,0.487355602269656,7.0
104,third_place,,Mexico,Portugal,0.0035,,,,0.3811762182363093,0.6188237817636906,7.0
104,third_place,,Morocco,England,0.0035,,,,0.443249212169303,0.556750787830697,7.0
104,third_place,,Netherlands,France,0.0035,,,,0.3809930049521787,0.6190069950478213,7.0
104,third_place,,Netherlands,Senegal,0.0035,,,,0.6613275687533046,0.3386724312466954,7.0
104,third_place,,Norway,Algeria,0.0035,,,,0.6271542888207873,0.3728457111792127,7.0
104,third_place,,Senegal,Argentina,0.0035,,,,0.1678228809634767,0.8321771190365232,7.0
104,third_place,,Spain,Iran,0.0035,,,,0.8213065814224647,0.1786934185775353,7.0
104,third_place,,Spain,Netherlands,0.0035,,,,0.7230839943461865,0.2769160056538134,7.0
104,third_place,,Turkey,Argentina,0.0035,,,,0.2206760350182198,0.7793239649817802,7.0
104,third_place,,Argentina,Algeria,0.003,,,,0.8158249703258641,0.1841750296741359,6.0
104,third_place,,Argentina,Portugal,0.003,,,,0.6877499123031114,0.3122500876968885,6.0
104,third_place,,Austria,Argentina,0.003,,,,0.2135158719974449,0.7864841280025551,6.0
104,third_place,,Belgium,Ecuador,0.003,,,,0.5344224816329036,0.4655775183670964,6.0
104,third_place,,Belgium,France,0.003,,,,0.3846263942195529,0.6153736057804471,6.0
104,third_place,,Belgium,Germany,0.003,,,,0.4760008567517633,0.5239991432482367,6.0
104,third_place,,Belgium,Norway,0.003,,,,0.5127254974137487,0.4872745025862512,6.0
104,third_place,,Brazil,Algeria,0.003,,,,0.6871766516167312,0.3128233483832687,6.0
104,third_place,,Canada,Argentina,0.003,,,,0.1721098114797416,0.8278901885202583,6.0
104,third_place,,Croatia,Portugal,0.003,,,,0.3631449653839513,0.6368550346160486,6.0
104,third_place,,Germany,England,0.003,,,,0.4576450814743856,0.5423549185256143,6.0
104,third_place,,Japan,Australia,0.003,,,,0.7065477601620604,0.2934522398379395,6.0
104,third_place,,Japan,Germany,0.003,,,,0.4861711572160956,0.5138288427839044,6.0
104,third_place,,Morocco,Brazil,0.003,,,,0.4480406387598044,0.5519593612401956,6.0
104,third_place,,Netherlands,England,0.003,,,,0.4309070204657954,0.5690929795342046,6.0
104,third_place,,Paraguay,England,0.003,,,,0.2414232248279139,0.758576775172086,6.0
104,third_place,,Portugal,Argentina,0.003,,,,0.3122500876968886,0.6877499123031114,6.0
104,third_place,,Spain,Germany,0.003,,,,0.7023280515478043,0.2976719484521957,6.0
104,third_place,,Switzerland,Argentina,0.003,,,,0.2319491375114418,0.7680508624885581,6.0
104,third_place,,Switzerland,England,0.003,,,,0.3732547689229044,0.6267452310770956,6.0
104,third_place,,Switzerland,Portugal,0.003,,,,0.3971499476698773,0.6028500523301227,6.0
104,third_place,,Turkey,Portugal,0.003,,,,0.3819288914816774,0.6180711085183226,6.0
104,third_place,,Argentina,Austria,0.0025,,,,0.7864841280025551,0.2135158719974449,5.0
104,third_place,,Austria,Portugal,0.0025,,,,0.3729550013648762,0.6270449986351238,5.0
104,third_place,,Brazil,Colombia,0.0025,,,,0.5272632839895478,0.4727367160104522,5.0
104,third_place,,Brazil,Germany,0.0025,,,,0.5353726050490967,0.4646273949509033,5.0
104,third_place,,Brazil,Norway,0.0025,,,,0.5714297284760221,0.4285702715239778,5.0
104,third_place,,Brazil,Portugal,0.0025,,,,0.5213246863240992,0.4786753136759007,5.0
104,third_place,,Canada,Portugal,0.0025,,,,0.3098438432896359,0.690156156710364,5.0
104,third_place,,Croatia,England,0.0025,,,,0.3402723616685952,0.6597276383314048,5.0
104,third_place,,Czech Republic,England,0.0025,,,,0.2189902517625031,0.7810097482374969,5.0
104,third_place,,Ecuador,Argentina,0.0025,,,,0.2546951815717577,0.7453048184282423,5.0
104,third_place,,France,England,0.0025,,,,0.5540713528559442,0.4459286471440558,5.0
104,third_place,,Iran,Argentina,0.0025,,,,0.1721161497324253,0.8278838502675747,5.0
104,third_place,,Japan,Belgium,0.0025,,,,0.5123756099891676,0.4876243900108323,5.0
104,third_place,,Japan,Spain,0.0025,,,,0.2916289970688298,0.7083710029311702,5.0
104,third_place,,Japan,Switzerland,0.0025,,,,0.5720218427135615,0.4279781572864385,5.0
104,third_place,,Morocco,Japan,0.0025,,,,0.5021963570157761,0.4978036429842238,5.0
104,third_place,,Netherlands,Brazil,0.0025,,,,0.437539340225054,0.562460659774946,5.0
104,third_place,,Netherlands,Norway,0.0025,,,,0.510095646210057,0.489904353789943,5.0
104,third_place,,Netherlands,Portugal,0.0025,,,,0.458213452999483,0.541786547000517,5.0
104,third_place,,Norway,Belgium,0.0025,,,,0.4872745025862511,0.5127254974137488,5.0
104,third_place,,Norway,Germany,0.0025,,,,0.4636437527081015,0.5363562472918985,5.0
104,third_place,,Norway,Japan,0.0025,,,,0.4753504312869213,0.5246495687130787,5.0
104,third_place,,Norway,Senegal,0.0025,,,,0.65242270042889,0.34757729957111,5.0
104,third_place,,Norway,Spain,0.0025,,,,0.2712887482692422,0.7287112517307578,5.0
104,third_place,,Senegal,France,0.0025,,,,0.2485705690984106,0.7514294309015894,5.0
104,third_place,,Spain,Algeria,0.0025,,,,0.8056489071290897,0.1943510928709103,5.0
104,third_place,,Spain,Croatia,0.0025,,,,0.7950640103667238,0.2049359896332762,5.0
104,third_place,,Switzerland,Austria,0.0025,,,,0.5285640509484347,0.4714359490515653,5.0
104,third_place,,Switzerland,Morocco,0.0025,,,,0.4300237140296464,0.5699762859703537,5.0
104,third_place,,Switzerland,Norway,0.0025,,,,0.4480326797564617,0.5519673202435382,5.0
104,third_place,,Turkey,Ecuador,0.0025,,,,0.4634944096243769,0.5365055903756231,5.0
104,third_place,,Turkey,France,0.0025,,,,0.3100416078265735,0.6899583921734265,5.0
104,third_place,,Turkey,Germany,0.0025,,,,0.3954048356817349,0.604595164318265,5.0
104,third_place,,Turkey,Morocco,0.0025,,,,0.4152498457539203,0.5847501542460797,5.0
104,third_place,,Argentina,France,0.002,,,,0.6107606907169963,0.3892393092830036,4.0
104,third_place,,Argentina,Iran,0.002,,,,0.8278838502675747,0.1721161497324252,4.0
104,third_place,,Argentina,Netherlands,0.002,,,,0.7223085061270896,0.2776914938729103,4.0
104,third_place,,Australia,England,0.002,,,,0.2488682426569183,0.7511317573430817,4.0
104,third_place,,Australia,Norway,0.002,,,,0.3118034971212338,0.6881965028787662,4.0
104,third_place,,Belgium,Brazil,0.002,,,,0.4401322290404411,0.559867770959559,4.0
104,third_place,,Belgium,Egypt,0.002,,,,0.7677205464173532,0.2322794535826468,4.0
104,third_place,,Belgium,England,0.002,,,,0.4308583243505766,0.5691416756494234,4.0
104,third_place,,Belgium,Portugal,0.002,,,,0.4606525827770672,0.5393474172229328,4.0
104,third_place,,Belgium,South Korea,0.002,,,,0.7234374493827254,0.2765625506172746,4.0
104,third_place,,Belgium,Spain,0.002,,,,0.2817545563490327,0.7182454436509673,4.0
104,third_place,,Brazil,Croatia,0.002,,,,0.6556028720371787,0.3443971279628213,4.0
104,third_place,,Brazil,Ecuador,0.002,,,,0.6024833024325894,0.3975166975674106,4.0
104,third_place,,Brazil,Japan,0.002,,,,0.5516138819189668,0.4483861180810332,4.0
104,third_place,,Brazil,Turkey,0.002,,,,0.6369768505036153,0.3630231494963847,4.0
104,third_place,,Canada,Belgium,0.002,,,,0.3461353361876561,0.653864663812344,4.0
104,third_place,,Canada,Morocco,0.002,,,,0.3410995195475897,0.6589004804524102,4.0
104,third_place,,Colombia,Argentina,0.002,,,,0.3110715919399893,0.6889284080600107,4.0
104,third_place,,Colombia,Norway,0.002,,,,0.5461222596087114,0.4538777403912886,4.0
104,third_place,,Colombia,Portugal,0.002,,,,0.494726015711058,0.505273984288942,4.0
104,third_place,,Czech Republic,Portugal,0.002,,,,0.2397626516923447,0.7602373483076552,4.0
104,third_place,,England,France,0.002,,,,0.4459286471440558,0.5540713528559442,4.0
104,third_place,,France,Japan,0.002,,,,0.6066489049104954,0.3933510950895046,4.0
104,third_place,,France,Portugal,0.002,,,,0.5794201625705282,0.4205798374294718,4.0
104,third_place,,Germany,Netherlands,0.002,,,,0.5269725071885437,0.4730274928114563,4.0
104,third_place,,Germany,Spain,0.002,,,,0.2976719484521957,0.7023280515478043,4.0
104,third_place,,Iran,Ecuador,0.002,,,,0.3755128932784797,0.6244871067215203,4.0
104,third_place,,Iran,Morocco,0.002,,,,0.3315417633538801,0.6684582366461199,4.0
104,third_place,,Ivory Coast,Argentina,0.002,,,,0.1503525422130968,0.8496474577869032,4.0
104,third_place,,Ivory Coast,England,0.002,,,,0.2510815621392887,0.7489184378607112,4.0
104,third_place,,Ivory Coast,Norway,0.002,,,,0.316067885424248,0.683932114575752,4.0
104,third_place,,Japan,Algeria,0.002,,,,0.6514380210771643,0.3485619789228357,4.0
104,third_place,,Mexico,Belgium,0.002,,,,0.4212516378922856,0.5787483621077143,4.0
104,third_place,,Mexico,England,0.002,,,,0.3580479742919781,0.6419520257080218,4.0
104,third_place,,Mexico,Japan,0.002,,,,0.4128499817424492,0.5871500182575509,4.0
104,third_place,,Mexico,Switzerland,0.002,,,,0.4807775502283299,0.5192224497716701,4.0
104,third_place,,Morocco,Belgium,0.002,,,,0.5161465786718022,0.4838534213281977,4.0
104,third_place,,Netherlands,Colombia,0.002,,,,0.4637118496027702,0.5362881503972299,4.0
104,third_place,,Norway,Colombia,0.002,,,,0.4538777403912886,0.5461222596087114,4.0
104,third_place,,Norway,Ecuador,0.002,,,,0.5235363024815783,0.4764636975184216,4.0
104,third_place,,Norway,Netherlands,0.002,,,,0.4899043537899429,0.5100956462100571,4.0
104,third_place,,Paraguay,France,0.002,,,,0.2007695799405245,0.7992304200594755,4.0
104,third_place,,Paraguay,Spain,0.002,,,,0.1354127411747655,0.8645872588252345,4.0
104,third_place,,Portugal,Colombia,0.002,,,,0.505273984288942,0.494726015711058,4.0
104,third_place,,Senegal,England,0.002,,,,0.2783650990943773,0.7216349009056227,4.0
104,third_place,,South Korea,England,0.002,,,,0.2272858257734764,0.7727141742265236,4.0
104,third_place,,South Korea,France,0.002,,,,0.1994731323073467,0.8005268676926532,4.0
104,third_place,,Spain,Belgium,0.002,,,,0.7182454436509673,0.2817545563490327,4.0
104,third_place,,Spain,Brazil,0.002,,,,0.6718228887820559,0.3281771112179441,4.0
104,third_place,,Spain,Mexico,0.002,,,,0.7811891287545916,0.2188108712454084,4.0
104,third_place,,Spain,Morocco,0.002,,,,0.7009188843844639,0.2990811156155361,4.0
104,third_place,,Spain,Norway,0.002,,,,0.7287112517307578,0.2712887482692422,4.0
104,third_place,,Spain,Switzerland,0.002,,,,0.771149207444107,0.228850792555893,4.0
104,third_place,,Switzerland,Colombia,0.002,,,,0.4029441718649715,0.5970558281350284,4.0
104,third_place,,Switzerland,Croatia,0.002,,,,0.5362051933728154,0.4637948066271846,4.0
104,third_place,,Switzerland,France,0.002,,,,0.3237743450262828,0.6762256549737171,4.0
104,third_place,,Switzerland,Germany,0.002,,,,0.4108304576041678,0.5891695423958321,4.0
104,third_place,,Switzerland,Iran,0.002,,,,0.5968174105793255,0.4031825894206745,4.0
104,third_place,,Turkey,Croatia,0.002,,,,0.5210645188830494,0.4789354811169506,4.0
104,third_place,,Turkey,Norway,0.002,,,,0.4321532609827725,0.5678467390172275,4.0
104,third_place,,United States,Ecuador,0.002,,,,0.3069573253294665,0.6930426746705335,4.0
104,third_place,,Algeria,Argentina,0.0015,,,,0.1841750296741359,0.815824970325864,3.0
104,third_place,,Algeria,England,0.0015,,,,0.2998701255144568,0.7001298744855432,3.0
104,third_place,,Argentina,Colombia,0.0015,,,,0.6889284080600107,0.3110715919399893,3.0
104,third_place,,Argentina,Croatia,0.0015,,,,0.7926487242375005,0.2073512757624994,3.0
104,third_place,,Argentina,Ecuador,0.0015,,,,0.7453048184282423,0.2546951815717577,3.0
104,third_place,,Argentina,Norway,0.0015,,,,0.7317936752130743,0.2682063247869257,3.0
104,third_place,,Australia,Argentina,0.0015,,,,0.1457596815597639,0.8542403184402361,3.0
104,third_place,,Australia,Belgium,0.0015,,,,0.3016140990075643,0.6983859009924356,3.0
104,third_place,,Australia,Colombia,0.0015,,,,0.2755379310605461,0.7244620689394539,3.0
104,third_place,,Australia,Ecuador,0.0015,,,,0.3344020530274175,0.6655979469725826,3.0
104,third_place,,Australia,Netherlands,0.0015,,,,0.3033089203213833,0.6966910796786168,3.0
104,third_place,,Australia,Senegal,0.0015,,,,0.4644748999944623,0.5355251000055377,3.0
104,third_place,,Australia,Spain,0.0015,,,,0.1486238091320195,0.8513761908679804,3.0
104,third_place,,Austria,Algeria,0.0015,,,,0.5539564626230546,0.4460435373769453,3.0
104,third_place,,Austria,France,0.0015,,,,0.3062861638032493,0.6937138361967506,3.0
104,third_place,,Belgium,Austria,0.0015,,,,0.5899366680037154,0.4100633319962846,3.0
104,third_place,,Brazil,Australia,0.0015,,,,0.7434499165397411,0.2565500834602588,3.0
104,third_place,,Brazil,Austria,0.0015,,,,0.6447446700452591,0.3552553299547408,3.0
104,third_place,,Brazil,Belgium,0.0015,,,,0.559867770959559,0.440132229040441,3.0
104,third_place,,Brazil,France,0.0015,,,,0.4407877680526487,0.5592122319473514,3.0
104,third_place,,Brazil,Iran,0.0015,,,,0.702960115693482,0.2970398843065179,3.0
104,third_place,,Brazil,Netherlands,0.0015,,,,0.5624606597749459,0.4375393402250541,3.0
104,third_place,,Canada,Austria,0.0015,,,,0.4347079918089278,0.5652920081910722,3.0
104,third_place,,Canada,Colombia,0.0015,,,,0.3139254602715883,0.6860745397284116,3.0
104,third_place,,Canada,England,0.0015,,,,0.2885202237868621,0.7114797762131378,3.0
104,third_place,,Canada,France,0.0015,,,,0.2474322943404765,0.7525677056595235,3.0
104,third_place,,Canada,Scotland,0.0015,,,,0.5899113807426303,0.4100886192573697,3.0
104,third_place,,Canada,Spain,0.0015,,,,0.1719194603627911,0.8280805396372088,3.0
104,third_place,,Canada,Switzerland,0.0015,,,,0.4024757976882462,0.5975242023117537,3.0
104,third_place,,Colombia,Austria,0.0015,,,,0.6220805225295928,0.3779194774704072,3.0
104,third_place,,Colombia,Belgium,0.0015,,,,0.5344286930586617,0.4655713069413383,3.0
104,third_place,,Colombia,France,0.0015,,,,0.4143519069772649,0.585648093022735,3.0
104,third_place,,Croatia,Morocco,0.0015,,,,0.3959374698285143,0.6040625301714857,3.0
